Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.6006454773692053,82.12,0.23446285970224318,92.86999999999999
2,0.21877105847827152,93.42833333333334,0.12239950895457748,96.12
3,0.15547538023275226,95.34833333333333,0.08780128791539746,97.3
4,0.12415676031396715,96.32166666666667,0.07164103230706173,97.72
5,0.1032143992238811,96.935,0.06406673145292113,97.86
6,0.09073941369276883,97.29333333333334,0.05381545578822891,98.3
7,0.0829097240843546,97.58166666666666,0.05155218158769614,98.36
8,0.07478352298866758,97.78,0.04625509144984123,98.48
9,0.06960772622678517,97.92166666666667,0.04523336471350949,98.50999999999999
10,0.0645901919714908,98.07166666666667,0.039086303788431545,98.69
11,0.061372993300968744,98.13833333333334,0.03778541050250731,98.68
12,0.05591395477017662,98.28666666666666,0.03608254693305064,98.76
13,0.05396608295597271,98.37666666666667,0.03436958278821497,98.91
14,0.049502726801649244,98.51833333333333,0.03579483329776617,98.75
15,0.04830790046805532,98.52833333333334,0.033111707519038316,98.83999999999999
16,0.046114908904507396,98.56833333333334,0.030925719603708636,98.95
17,0.043599747278209304,98.65,0.03026549346146671,98.95
18,0.04197454202618859,98.685,0.030985102187891255,98.94
19,0.03997404247744263,98.74166666666667,0.031104430057187465,98.88
20,0.039884602638589006,98.75500000000001,0.03170923489671194,98.89
