Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.6200613363830647,81.285,0.2306757252544734,93.10000000000001
2,0.22997811602265722,93.10166666666667,0.12270159410775468,95.94
3,0.16368662549861904,95.135,0.08839714070589276,97.26
4,0.13075556195398638,96.12333333333333,0.07105530503763562,97.83
5,0.10900923461893569,96.80333333333333,0.06516881369126243,97.84
6,0.09594531346962396,97.11666666666666,0.05510138089684799,98.27
7,0.08773651567281786,97.42833333333333,0.04922039441024339,98.37
8,0.07976319018586564,97.60666666666667,0.04440313991681772,98.57000000000001
9,0.0748667605300702,97.82499999999999,0.043687518512823466,98.6
10,0.06901746395149275,97.96000000000001,0.03925548924204922,98.65
11,0.06536443143644169,98.01166666666667,0.03848737588215873,98.66
12,0.06024201923776775,98.2,0.03743283460477006,98.72
13,0.057615950811969074,98.25500000000001,0.03462663718567739,98.87
14,0.05374305142235678,98.40166666666667,0.036750728091426904,98.83
15,0.051379484089979055,98.44000000000001,0.031468377979184024,98.95
16,0.05038627597199542,98.48166666666667,0.03162735411162059,98.92999999999999
17,0.047192870472956984,98.53166666666667,0.03201937918117675,98.98
18,0.04574996768174244,98.64833333333334,0.030046476211282425,98.97
19,0.04291171500005567,98.64166666666667,0.030838796097228553,98.92999999999999
20,0.043590784598358356,98.67333333333333,0.03173610057263918,98.94
