Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.6426040609317548,80.455,0.2060049375056461,94.02000000000001
2,0.2432411619777809,92.69833333333334,0.12124723169484004,96.15
3,0.17435503499641983,94.80333333333333,0.0878727435624482,97.19
4,0.13812367458130792,95.91833333333334,0.07060876022727722,97.76
5,0.11566328878071644,96.55666666666667,0.06373880531288131,97.91
6,0.10254048968929408,96.97833333333334,0.06025899396608673,98.04
7,0.09366985115367593,97.26166666666667,0.050042653877501654,98.28
8,0.08476753826878632,97.49333333333333,0.04435793124751045,98.5
9,0.08020941919333406,97.6,0.04466967157382595,98.46000000000001
10,0.07451997578381372,97.81833333333333,0.040459607036238916,98.63
11,0.06972701468421563,97.88333333333334,0.03791368632052935,98.64
12,0.06481711542445308,98.08166666666666,0.038357878393500265,98.59
13,0.06289653239502653,98.10833333333333,0.03451797122916742,98.85000000000001
14,0.05879062676860858,98.26666666666667,0.03741739290571033,98.72
15,0.05642543076825485,98.25333333333333,0.03341188618777645,98.88
16,0.05437524203530777,98.385,0.033777931533101074,98.78
17,0.05104384704955669,98.44500000000001,0.0318825853567774,98.91
18,0.05032043887261571,98.48666666666666,0.03025105604957059,98.91
19,0.04675090898658389,98.54666666666667,0.02905571515303407,99.00999999999999
20,0.04789818329875594,98.57000000000001,0.030925327199995058,98.98
