Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.5351631115677197,84.89,0.22101612294175824,93.4
2,0.18092774017366456,94.485,0.12636456621668427,95.99
3,0.12345186030384955,96.25666666666667,0.09050681571413875,97.35000000000001
4,0.09632397255897998,97.08666666666666,0.06831268297996265,97.82
5,0.08046107737274011,97.56333333333333,0.06282387853186329,97.94
6,0.0706617298525081,97.87,0.05292291215833745,98.26
7,0.06425134808982788,98.07166666666667,0.05242091267882063,98.31
8,0.0564601444510191,98.29166666666667,0.04281979639273712,98.6
9,0.05177195162312793,98.41833333333334,0.040473484084663384,98.65
10,0.04829987386159146,98.515,0.037405603968280306,98.72
11,0.04515172815102258,98.57166666666667,0.03447842911316529,98.83999999999999
12,0.041349207033971144,98.74333333333334,0.036645447484597235,98.71
13,0.03963695342445484,98.78833333333333,0.030942827696536793,98.95
14,0.035979293983678884,98.925,0.031813561437250365,98.92
15,0.03497307675730274,98.89833333333333,0.03217608595277968,98.91
16,0.03246930087340682,99.015,0.02984462415082191,98.98
17,0.030492062481598796,99.03,0.02859048460511082,99.05000000000001
18,0.028805125627166795,99.07166666666667,0.0287440967075764,99.0
19,0.027394930972456575,99.16,0.030009085441332708,98.9
20,0.0259488924749137,99.16,0.030779355000072863,98.96000000000001
