Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.5443254747489559,84.52333333333333,0.23033626741806792,92.89
2,0.1869448008818,94.29666666666667,0.12393423105192602,96.14
3,0.1284679600607548,96.11333333333333,0.08807055488344472,97.31
4,0.10126830521387173,96.95166666666667,0.06985384519627187,97.83
5,0.08512123746187814,97.43833333333333,0.06333596111018697,97.86
6,0.07441254635043601,97.74000000000001,0.05473288479053481,98.22
7,0.0680412043869964,97.97,0.050874513164266444,98.37
8,0.05972866629159002,98.18666666666667,0.04427359590031041,98.44000000000001
9,0.05518589549954099,98.27,0.042409646704460784,98.59
10,0.05108736641307884,98.425,0.037640540015562676,98.69
11,0.04846384938655377,98.49666666666667,0.03474484350639162,98.8
12,0.0439006578555005,98.67333333333333,0.03633187203803381,98.76
13,0.04269869770305648,98.695,0.0321357462472771,98.95
14,0.03886345638928296,98.835,0.03345647390080419,98.87
15,0.03681570744918369,98.82666666666667,0.03233581353757982,98.89
16,0.035064288320194585,98.92666666666666,0.03007693017830525,98.99
17,0.03323205542561513,98.98166666666667,0.029374943535849466,99.0
18,0.03117963362519673,99.0,0.028416024167611093,98.99
19,0.02933274013256388,99.10166666666666,0.030984148754724182,98.83999999999999
20,0.028692288341177905,99.125,0.029694263241902604,98.99
