Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,0.5849779789318154,82.89333333333333,0.24041374877190133,92.73
2,0.2097386534470739,93.72833333333334,0.11997574229523017,96.25
3,0.14775092560432548,95.56333333333333,0.09118834788655969,97.36
4,0.11764078479466726,96.47166666666666,0.07130167166706898,97.76
5,0.09869685169976594,97.11333333333333,0.061870670676821615,98.05
6,0.08669408131589386,97.38833333333334,0.05391512476360117,98.2
7,0.07925760013057288,97.605,0.05176258318088756,98.33
8,0.07077360906695793,97.92666666666666,0.044377424220971996,98.53
9,0.06563125937424505,98.05333333333334,0.04491516915426195,98.57000000000001
10,0.06026615549860868,98.17333333333333,0.03823487858492273,98.72999999999999
11,0.05784848913190954,98.22666666666666,0.037645288173653924,98.75
12,0.053235796183151114,98.41,0.035704043217705546,98.76
13,0.05088172880582698,98.45833333333334,0.0335497131952026,98.89
14,0.04692903201757019,98.58666666666667,0.033066836248224624,98.91
15,0.04502240152419436,98.58333333333333,0.03225161487489748,98.85000000000001
16,0.04331724585291109,98.69333333333333,0.03083131637586526,98.97
17,0.04055844365307855,98.745,0.0309788886932519,98.92999999999999
18,0.03945699257109422,98.75,0.029628652503705995,99.0
19,0.037035327818520716,98.83,0.029438297961391142,99.05000000000001
20,0.03637738475689728,98.88166666666666,0.03165875494096037,98.88
